rxn_id	rxn_name	subsystem	selected_subs	KEGG_id	EC	rule	genes_hsa_ncbi	genes_hsa_symbol	genes_mmu_symbol	genes_mmu_synonym
ACGAMK	N-acetylglucosamine kinase	Aminosugar metabolism	1	NA	2.7.1.59	x(133)	55577	NAGK	NAGK	GlcNAc kinase
ACGAMPM	phosphoacetylglucosamine mutase	Aminosugar metabolism	1	NA	5.4.2.3	x(134)	5238	PGM3	PGM3	2810473H05Rik, GlcNAc-P mutase, Pgm-3
ACGPID	N-acetylglucosaminylphosphatidylinositol deacetylase	Phosphatidylinositol phosphate metabolism	1	NA	3.5.1.89	(x(135))	9487	PIGL	PIGL	LOC327942
ACGSm	N-acteylglutamate synthase, mitochondrial	Urea cycle	1	NA	2.3.1.1	(x(136))	162417	NAGS	NAGS	1700120E20Rik
ACHEe	Acetylcholinesterase	Glycerophospholipid metabolism	1	NA	3.1.1.7	(x(137)) | (x(138))	43, 43	ACHE, ACHE	ACHE, ACHE	NA
ACHVESSEC	Acetylcholine secretion via secretory vesicle (ATP driven)	Transport, extracellular	0	NA	NA	(x(139))	6572	SLC18A3	SLC18A3	VAT, VAChT
ACITL	ATP-Citrate lyase	Citric acid cycle	1	NA	2.3.3.8	(x(140)) | (x(141))	47, 47	ACLY, ACLY	ACLY, ACLY	A730098H14Rik, A730098H14Rik
ACNAM9PL	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)	Aminosugar metabolism	1	NA	2.5.1.56	x(142)	54187	NANS	NANS	4632418E04Rik, Sas, N-acetylneuraminic acid phosphate synthase
ACNAM9PL2	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)	Aminosugar metabolism	1	NA	2.5.1.56	(x(142))	54187	NANS	NANS	4632418E04Rik, Sas, N-acetylneuraminic acid phosphate synthase
ACNAMlt	N-acetylneuraminate transport into lysososme	Transport, lysosomal	0	NA	NA	(x(143))	26503	SLC17A5	SLC17A5	4631416G20Rik
ACNAMPH	N-Acetylneuraminate 9-phosphate phosphohydrolase	Aminosugar metabolism	1	NA	3.1.3.29	(x(144)) | (x(65)) | (x(64))	140838, 54, 51205	NA	NA	NA
ACOAD10m	acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial	Valine, leucine, and isoleucine metabolism	1	NA	1.3.99.12	(x(145)) | (x(146))	36, 34	ACADSB, ACADM	ACADSB, ACADM	1300003O09Rik, MCAD
ACOAD1fm	acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Butanoate metabolism	1	NA	1.3.99.2	(x(147)) | (x(145)) | (x(148)) | (x(146)) | (x(149)) | (x(150)) | (x(151))	80724, 36, 35, 34, 84129, 27034, 28976	ACAD10, ACADSB, ACADS, ACADM, ACAD11, ACAD8, ACAD9	ACAD10, ACADSB, ACADS, ACADM, ACAD11, ACAD8, ACAD9	2410021P16Rik, 1300003O09Rik, Hdlq8, Bcd1, Bcd-1, SCAD, MCAD, 5730439E10Rik, 2310016C19Rik, C630012L17Rik, NPD002, 2600017P15Rik
ACOAD8m	acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial	Valine, leucine, and isoleucine metabolism	1	NA	1.3.99.10	(x(152))	3712	IVD	IVD	6720455E18Rik, 1300016K07Rik
ACOAD9m	acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial	Valine, leucine, and isoleucine metabolism	1	NA	1.3.99.12	(x(146)) | (x(150))	34, 27034	ACADM, ACAD8	ACADM, ACAD8	MCAD, 2310016C19Rik
ACOAHi	acetyl-CoA hydrolase	Pyruvate metabolism	1	NA	3.1.2.1	x(153)	134526	ACOT12	ACOT12	Cach, 4930449F15Rik, 1300004O04Rik
ACOAO7p	acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal	Fatty acid oxidation	1	NA	1.3.3.6	(x(154)) | (x(155))	51, 51	ACOX1, ACOX1	ACOX1, ACOX1	D130055E20Rik, Acyl-CoA oxidase, AOX, D130055E20Rik, Acyl-CoA oxidase, AOX
ACOATA	Acetyl-CoA ACP transacylase	Fatty acid oxidation	1	NA	2.3.1.38	x(156)	2194	FASN	FASN	A630082H08Rik, FAS
ACODA	acetylornithine deacetylase	Urea cycle	1	NA	3.5.1.16	(x(157))	95	ACY1	ACY1	1110014J22Rik, Acy-1
ACONT	aconitase	Citric acid cycle	1	NA	4.2.1.3	(x(158)) | (x(159))	3658, 48	IREB2, ACO1	IREB2, ACO1	D9Ertd85e, Irp2, Aco-1, Irebp, Irp1
ACONTm	Aconitate hydratase	Citric acid cycle	1	NA	4.2.1.3	(x(160)) | (x(159))	50, 48	ACO2, ACO1	ACO2, ACO1	D10Wsu183e, Aco3, Aco-2, Aco-1, Irebp, Irp1
ACOX22x	acyl-Coenzyme A oxidase 2, branched chain	Bile acid synthesis	1	NA	1.3.3.6	(x(161))	8309	ACOX2	ACOX2	NA
ACOX2x	acyl-Coenzyme A oxidase 2, branched chain	Bile acid synthesis	1	NA	1.3.3.6	(x(161))	8309	ACOX2	ACOX2	NA
ACP1_FMN_	acid phosphatase (FMN)	Vitamin B2 metabolism	0	NA	3.1.3.2	(x(162)) | (x(163)) | (x(164)) | (x(63)) | (x(64)) | (x(65))	52, 52, 52, 55, 51205, 54	NA	NA	NA
ACRNtm	O-acetylcarnintine transport into mitochondria via diffusion	Transport, mitochondrial	0	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
ACS	acetyl-CoA synthetase	Glycolysis/gluconeogenesis	1	NA	6.2.1.1	(x(106)) | (x(128)) | (x(127))	65985, 55902, 55902	AACS, ACSS2, ACSS2	AACS, ACSS2, ACSS2	2210408B16Rik, Acas2, Acs1, Acas1, ACAS, AceCS1, acetyl-CoA synthetase 1, Acas2, Acs1, Acas1, ACAS, AceCS1, acetyl-CoA synthetase 1
ACS2	acetyl-CoA synthase (propionate)	Propanoate metabolism	1	NA	6.2.1.16	(x(127)) | (x(106)) | (x(128))	55902, 65985, 55902	ACSS2, AACS, ACSS2	ACSS2, AACS, ACSS2	Acas2, Acs1, Acas1, ACAS, AceCS1, acetyl-CoA synthetase 1, 2210408B16Rik, Acas2, Acs1, Acas1, ACAS, AceCS1, acetyl-CoA synthetase 1
ACSm	acetyl-CoA synthetase	Glycolysis/gluconeogenesis	1	NA	6.2.1.1	x(129)	84532	ACSS1	ACSS1	Acas2l, Acas2, AceCS2, 1110032O15Rik
ACSOMT	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase	Tryptophan metabolism	1	NA	2.1.1.4	(x(166))	438	NA	NA	NA
ACSRTNMT	S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase	Tryptophan metabolism	1	NA	2.1.1.4	(x(166))	438	NA	NA	NA
ACTLMO	acetol monooxygenase	Pyruvate metabolism	1	NA	NA	(x(167))	1571	CYP2E1	CYP2E1	Cyp2e
ACTNMO	acetone monooxygenase	Pyruvate metabolism	1	NA	NA	(x(167))	1571	CYP2E1	CYP2E1	Cyp2e
ACYP	acylphosphatase	Glycolysis/gluconeogenesis	1	NA	3.6.1.7	(x(168)) | (x(169)) | (x(170)) | (x(171))	112611, 98, 97, 97	RWDD2A, ACYP2, ACYP1, ACYP1	RWDD2A, ACYP2, ACYP1, ACYP1	Rwdd2, 1700030C20Rik, 2310004B09Rik, 1110039O14Rik, 1110039O14Rik
ADA	Adenosine deaminase	Purine catabolism	0	NA	3.5.4.4	(x(172))	100	ADA	ADA	NA
ADAe	Adenosine deaminase, extracellular	Purine catabolism	0	NA	3.5.4.4	(x(172))	100	ADA	ADA	NA
ADEt	adenine reversible transport, cytosol	Transport, extracellular	0	NA	NA	x(173)	3177	SLC29A2	SLC29A2	HNP36, Der12, ENT2
ADEtl	adenine facilated transport from lysosome	Transport, lysosomal	0	NA	NA	(x(174))	55315	SLC29A3	SLC29A3	Ent3, 4933435C21Rik
ADK1	adenylate kinase	Nucleotide interconversion	0	NA	NA	(x(175)) | (x(176)) | (x(177)) | (x(178)) | (x(179))	122481, 203, 26289, 26289, 204	AK7, AK1, AK5, AK5, AK2	AK7, AK1, AK5, AK5, AK2	NA
ADK1m	adenylate kinase, mitochondrial	Nucleotide interconversion	0	NA	2.7.4.3	(x(180)) | (x(181)) | (x(179)) | (x(182)) | (x(183)) | (x(184))	205, 205, 204, 204, 204, 205	AK4, AK4, AK2, AK2, AK2, AK4	AK4, AK4, AK2, AK2, AK2, AK4	Ak3l1, Ak-3, Ak4, D4Ertd274e, Ak-4, Ak3l1, Ak-3, Ak4, D4Ertd274e, Ak-4, D4Ertd220e, Ak-2, D4Ertd220e, Ak-2, D4Ertd220e, Ak-2, Ak3l1, Ak-3, Ak4, D4Ertd274e, Ak-4
ADK3	adentylate kinase (GTP)	Nucleotide interconversion	0	NA	NA	(x(177)) | (x(178))	26289, 26289	AK5, AK5	AK5, AK5	NA
ADK3m	adentylate kinase (GTP)	Nucleotide interconversion	0	NA	NA	(x(185))	50808	AK3	AK3	AK-3
ADKd	adenylate kinase (d form)	Nucleotide interconversion	0	NA	2.7.4.3	(x(178)) | (x(177))	26289, 26289	AK5, AK5	AK5, AK5	NA
ADMDC	adenosylmethionine decarboxylase	Arginine and Proline Metabolism	1	NA	4.1.1.50	(x(186))	262	AMD1	AMD2	AMD1, ENSMUSG00000063953, Amd3, SAMDC, Amd-1, AdoMetDC
ADNCYC	adenylate cyclase	Nucleotide interconversion	0	NA	4.6.1.1	(x(187)) | (x(188)) | (x(189)) | (x(190)) | (x(191)) | (x(192)) | (x(193)) | (x(194)) | (x(195)) | (x(196)) | (x(197))	112, 55811, 109, 112, 114, 108, 113, 107, 196883, 115, 111	ADCY6, ADCY10, ADCY3, ADCY6, ADCY8, ADCY2, ADCY7, ADCY1, ADCY4, ADCY9, ADCY5	ADCY6, ADCY10, ADCY3, ADCY6, ADCY8, ADCY2, ADCY7, ADCY1, ADCY4, ADCY9, ADCY5	NA
ADNK1	adenosine kinase	Nucleotide interconversion	0	NA	NA	(x(198)) | (x(199))	132, 132	ADK, ADK	ADK, ADK	2310026J05Rik, 5033405D03Rik, AK, 2310026J05Rik, 5033405D03Rik, AK
ADNt	adenosine facilated transport in cytosol	Transport, extracellular	0	NA	NA	(x(173)) | (x(200))	3177, 2030	SLC29A2, SLC29A1	SLC29A2, SLC29A1	HNP36, Der12, ENT2, 1200014D21Rik, NBMPR-sensitive equilibrative nucleoside transporter, ENT1
ADNt4	adenosine transport (Na/Adn cotransport)	Transport, extracellular	0	NA	NA	(x(201)) | (x(202)) | (x(203)) | (x(204))	9154, 9154, 64078, 9153	NA	NA	NA
ADNtl	adenosine facilated transport from lysosome	Transport, lysosomal	0	NA	NA	(x(174))	55315	SLC29A3	SLC29A3	Ent3, 4933435C21Rik
ADNtm	adenosine facilated transport in mitochondria	Transport, mitochondrial	0	NA	NA	(x(200))	2030	SLC29A1	SLC29A1	1200014D21Rik, NBMPR-sensitive equilibrative nucleoside transporter, ENT1
ADPGLC	ADPglucose diphosphatase	Nucleotide interconversion	0	NA	3.6.1.21	(x(205))	11164	NUDT5	NUDT5	NA
ADPMAN	ADPmannose diphosphatase	Nucleotide interconversion	0	NA	3.6.1.21	(x(205))	11164	NUDT5	NUDT5	NA
ADPRDP	ADPribose diphosphatase	Nucleotide interconversion	0	NA	3.6.1.13	(x(205))	11164	NUDT5	NUDT5	NA
ADPRDPm	ADPribose diphosphatase (mitochondrial)	Nucleotide interconversion	0	NA	3.6.1.13	(x(206)) | (x(207)) | (x(208))	53343, 53343, 53343	NUDT9, NUDT9, NUDT9	NUDT9, NUDT9, NUDT9	1190002C07Rik, 1190002C07Rik, 1190002C07Rik
ADPRIBt	ADPribose transport	Transport, extracellular	0	NA	NA	(x(209))	952	CD38	CD38	Cd38-rs1
ADPT	adenine phosphoribosyltransferase	Nucleotide salvage pathway	0	NA	2.4.2.7	x(210)	353	APRT	APRT	NA
ADRNCPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(213)) | (x(214)) | (x(215)) | (x(216))	1375, 1375, 1375, 126129, 1374, 1375	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI
ADRNCPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
ADRNCRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165)) | (x(165))	788, 788	SLC25A20, SLC25A20	SLC25A20, SLC25A20	1110007P09Rik, Cact, mCAC, 1110007P09Rik, Cact, mCAC
ADRNLPVESSEC	Adrenaline secretion via secretory vesicle (ATP driven)	Transport, extracellular	0	NA	NA	(x(93)) | (x(94))	6570, 6571	SLC18A1, SLC18A2	SLC18A1, SLC18A2	4832416I10Rik, 1110037L13Rik, Vmat2
ADSELK	adenylyl-selenate kinase	Selenoamino acid metabolism	0	NA	2.7.1.25	(x(218)) | (x(219))	9061, 9060	PAPSS1, PAPSS2	PAPSS1, PAPSS2	Asapk, SK1, 1810018P12Rik, Atpsk2, Sk2
ADSK	adenylyl-sulfate kinase	Nucleotide interconversion	0	NA	2.7.1.25	(x(219)) | (x(218))	9060, 9061	PAPSS2, PAPSS1	PAPSS2, PAPSS1	1810018P12Rik, Atpsk2, Sk2, Asapk, SK1
ADSL1	adenylosuccinate lyase	Nucleotide interconversion	0	NA	4.3.2.2	(x(220)) | (x(221))	158, 158	ADSL, ADSL	ADSL, ADSL	NA
ADSL2	adenylosuccinate lyase	Purine synthesis	0	NA	4.3.2.2	(x(220)) | (x(221))	158, 158	ADSL, ADSL	ADSL, ADSL	NA
ADSS	adenylosuccinate synthase	Nucleotide interconversion	0	NA	6.3.4.4	(x(222)) | (x(223)) | (x(224))	159, 122622, 122622	ADSS, ADSSL1, ADSSL1	ADSS, ADSSL1, ADSSL1	AS, Adss, Adss
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(226)) | (x(227)) | (x(228)) | (x(229)) | (x(230)) | (x(231)) | (x(232)) | (x(233))	79369, 10678, 11041, 146712, 374907, 93010, 374907, 10331, 10678	NA	NA	NA
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(226)) | (x(227)) | (x(228)) | (x(229)) | (x(230)) | (x(231)) | (x(233)) | (x(232))	79369, 10678, 11041, 146712, 374907, 93010, 374907, 10678, 10331	NA	NA	NA
AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(233)) | (x(227)) | (x(226)) | (x(231)) | (x(230)) | (x(229)) | (x(228)) | (x(225)) | (x(232))	10678, 11041, 10678, 374907, 93010, 374907, 146712, 79369, 10331	NA	NA	NA
AG13T18g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(233)) | (x(227)) | (x(226)) | (x(231)) | (x(230)) | (x(229)) | (x(228)) | (x(225)) | (x(232))	10678, 11041, 10678, 374907, 93010, 374907, 146712, 79369, 10331	NA	NA	NA
AG13T1g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(227)) | (x(226)) | (x(230)) | (x(231)) | (x(229)) | (x(228)) | (x(232)) | (x(233)) | (x(225))	11041, 10678, 93010, 374907, 374907, 146712, 10331, 10678, 79369	NA	NA	NA
AG13T2g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T3g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(232)) | (x(227)) | (x(231)) | (x(226)) | (x(225)) | (x(229)) | (x(233)) | (x(230)) | (x(228))	10331, 11041, 374907, 10678, 79369, 374907, 10678, 93010, 146712	NA	NA	NA
AG13T4g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(227)) | (x(226)) | (x(230)) | (x(232)) | (x(229)) | (x(228)) | (x(231)) | (x(233)) | (x(225))	11041, 10678, 93010, 10331, 374907, 146712, 374907, 10678, 79369	NA	NA	NA
AG13T5g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T6g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T7g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T8g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(225)) | (x(229)) | (x(227)) | (x(228)) | (x(231)) | (x(230)) | (x(232)) | (x(226)) | (x(233))	79369, 374907, 11041, 146712, 374907, 93010, 10331, 10678, 10678	NA	NA	NA
AG13T9g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	Keratan sulfate synthesis	1	NA	2.4.1.149	(x(228)) | (x(225)) | (x(232)) | (x(229)) | (x(233)) | (x(231)) | (x(226)) | (x(227)) | (x(230))	146712, 79369, 10331, 374907, 10678, 374907, 10678, 11041, 93010	NA	NA	NA
AGDC	N-acetylglucosamine-6-phosphate deacetylase	Aminosugar metabolism	1	NA	3.5.1.25	x(234)	51005	AMDHD2	AMDHD2	5730457F11Rik
AGMTm	agmatinase (m)	Arginine and Proline Metabolism	1	NA	3.5.3.11	x(235)	79814	AGMAT	AGMAT	5033405N08Rik
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Triacylglycerol synthesis	1	NA	2.3.1.51	(x(236)) | (x(237)) | (x(238)) | (x(239)) | (x(240)) | (x(241)) | (x(242)) | (x(243))	10555, 137964, 56895, 56894, 56894, 55326, 10554, 129642	NA	NA	NA
AGPRim	N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial	Urea cycle	1	NA	1.2.1.38	(x(244))	5832	ALDH18A1	ALDH18A1	Pycs, 2810433K04Rik
AGPSx	alkylglycerone phosphate synthase	Glycerophospholipid metabolism	1	NA	2.5.1.26	(x(245))	8540	AGPS	AGPS	bs2, ADAPS, 9930035G10Rik
AGTim	alanine-glyoxylate transaminase (irreversible), mitochondrial	Alanine and aspartate metabolism	1	NA	2.6.1.44	(x(246)) | (x(247))	64902, 64850	AGXT2, ETNPPL	AGXT2, ETNPPL	NA
AGTix	alanine-glyoxylate transaminase (irreversible), (peroxisomal)	Alanine and aspartate metabolism	1	NA	2.6.1.44	(x(248))	189	AGXT	AGXT	Agt1, Agxt1
AHANDROSTANGLCte	glucuronidated compound transport	Transport, extracellular	0	NA	NA	(x(85))	4363	ABCC1	ABCC1	Abcc1b, Abcc1a, Mrp1, Mdrap, MRP
AHC	adenosylhomocysteinase	Methionine and cysteine metabolism	1	NA	3.3.1.1	(x(249)) | (x(250)) | (x(251))	191, 10768, 10768	AHCY, AHCYL1, AHCYL1	AHCY, AHCYL1, AHCYL1	SAHH, CuBP, IRBIT, Ahcy-rs3, 1110034F20Rik, DCAL, IRBIT, Ahcy-rs3, 1110034F20Rik, DCAL
AHEXASE2ly	beta-N-acetylhexosaminidase, lysosomal	N-glycan degradation	1	NA	3.2.1.52	(x(252)) | (x(253)) | (x(253) & x(252))	3074, 3073, 3073, 3074	HEXB, HEXA, HEXA, HEXB	HEXB, HEXA, HEXA, HEXB	NA
AHEXASEly	beta-N-acetylhexosaminidase, lysosomal	N-glycan degradation	1	NA	3.2.1.52	(x(253)) | (x(252)) | (x(253) & x(252))	3073, 3074, 3073, 3074	HEXA, HEXB, HEXA, HEXB	HEXA, HEXB, HEXA, HEXB	NA
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase	Purine synthesis	0	NA	2.1.2.3	(x(254))	471	ATIC	ATIC	2610509C24Rik
AIRCr	phosphoribosylaminoimidazole carboxylase	Purine synthesis	0	NA	NA	x(255)	10606	PAICS	PAICS	ADE2H1, PAIS, AIRC, 2610511I09Rik
AKGDm	2-oxoglutarate dehydrogenase	Citric acid cycle	1	NA	2.3.1.61	(x(32)) & (x(29) & x(30)) & (x(31)) | (x(28)) & (x(29) & x(30)) & (x(31))	4967, 1738, 8050, 1743, 4967, 1738, 8050, 1743	OGDH, DLD, PDHX, DLST, OGDH, DLD, PDHX, DLST	OGDH, DLD, PDHX, DLST, OGDH, DLD, PDHX, DLST	d1401, 2210403E04Rik, 2210412K19Rik, alpha-ketoglutarate dehydrogenase, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, Pdx1, 4632413C10Rik, 1600017E01Rik, 4930529O08Rik, d1401, 2210403E04Rik, 2210412K19Rik, alpha-ketoglutarate dehydrogenase, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, Pdx1, 4632413C10Rik, 1600017E01Rik, 4930529O08Rik
AKGMALtm	alpha-ketoglutarate/malate transporter	Transport, mitochondrial	0	NA	NA	(x(256)) | (x(257))	8402, 1468	SLC25A11, SLC25A10	SLC25A11, SLC25A10	2310022P18Rik, 2oxoc, Dic
AKGt4_3	AKG transport via sodium symport	Transport, extracellular	0	NA	NA	(x(258)) | (x(259))	64849, 64849	SLC13A3, SLC13A3	SLC13A3, SLC13A3	SDCT2, NaDC3, NaDC-3, SDCT2, NaDC3, NaDC-3
AKR1C1	aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	Steroid metabolism	0	NA	1.3.1.20	(x(260))	1645	AKR1C1	AKR1C21	9430025F20Rik
AKR1C41	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	Bile acid synthesis	1	NA	1.1.1.50	(x(261))	1109	AKR1C4	AKR1C6	Hsd17b5, Akr1c1, 3alpha-HSD, estradiol 17-beta-dehydrogenase (A-specific)
AKR1C42	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	Bile acid synthesis	1	NA	1.1.1.50	(x(261))	1109	AKR1C4	AKR1C6	Hsd17b5, Akr1c1, 3alpha-HSD, estradiol 17-beta-dehydrogenase (A-specific)
AKR1D	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	Bile acid synthesis	1	NA	1.3.99.6	x(262)	6718	AKR1D1	AKR1D1	NA
AKR1D2	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	Bile acid synthesis	1	NA	1.3.99.6	x(262)	6718	AKR1D1	AKR1D1	NA
ALAASNNaEx	L-alanine/L-asparagine Na-dependent exchange (Ala-L in)	Transport, extracellular	0	NA	NA	x(263)	6510	SLC1A5	SLC1A5	ASCT2
ALACYSNaEx	L-alanine/L-cysteine Na-dependent exchange (Ala-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
ALADGLNexR	L-alanine/glutamine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
ALADGLYexR	D-alanine/glycine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
ALAGLNexR	L-alanine/glutamine reversible exchange	Transport, extracellular	0	NA	NA	(x(266)) & (x(265))	6520, 56301	SLC3A2, SLC7A10	SLC3A2, SLC7A10	4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc, D7Bwg0847e, Asc-1
ALAGLNNaEx	L-alanine/L-glutamine Na-dependent exchange (Ala-L in)	Transport, extracellular	0	NA	NA	x(263)	6510	SLC1A5	SLC1A5	ASCT2
